Drug_Name,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
DB00850,-3.876608744,0.072816529,-1.588146434,0.455716492,-1.745787752,-1.266086237,-0.435001944,0.250048254,-0.005319537,0.358305503,-0.279784305,-0.098885428,-0.135625215,-0.41012556,-0.312333678,0.061249075,0.040692012,-0.107606403,-0.109269061,-0.348538833,0.051925419,0.330369235,0.577115711,0.33591435,0.089528239,-0.193727417,0.366538678,-0.02523572,-0.163013597,-0.052336979,0.160606039,0.087234892,0.400431856,0.064224166,0.183033963,-0.214472401,0.03679314,0.104254563,0.178698802,-0.194985605,-0.228247844,-0.200133523,-0.013709775,-0.116347608,0.036320372,-0.132335413,0.134344512,-0.013085145,-0.09667838,0.015541895
DB00851,2.475467248,-1.757657291,1.574001156,-0.686869079,1.395693224,0.10701342,-0.306609251,-0.558649494,0.518306604,-0.525752274,-0.204111273,-0.331158526,0.191640208,0.573739722,-0.079099345,0.001274124,0.146542361,0.481208052,0.062337001,-0.217417016,0.168551346,0.308455108,-0.058507697,-0.39397067,0.186956445,-0.244072701,-0.094529924,-0.150778351,0.060313762,0.085311407,0.079489836,0.141613467,-0.165610321,-0.273082641,-0.007820263,-0.004751632,-0.037497983,0.142380818,-0.059506133,0.13641218,-0.022915237,-0.329773757,-0.035098025,-0.015557822,-0.110215068,0.147331266,0.05985433,0.042890768,0.102890385,-0.065050653
DB00852,-2.793298504,-2.963998581,0.519402575,0.165178805,1.036022956,0.070726557,1.437849891,0.394333162,0.483520866,-0.395893051,0.264559948,1.107286787,-0.469274716,-0.002813423,0.236894627,-0.125713886,0.081156241,0.039437078,0.361156894,-0.060049895,-0.128947771,0.094592454,0.207916529,0.035098804,-0.070111613,0.038916656,-0.209481928,-0.060938054,-0.285856297,-0.000228477,0.12597388,-0.121859954,-0.194837353,0.185334626,0.111213696,-0.039994126,0.114137113,0.055450166,0.047522887,-0.052379678,-0.163109676,0.063392162,0.16373907,-0.034878067,-0.058071817,0.090924151,0.076969182,-0.04429421,-0.043146348,-0.111284575
DB00853,4.463002135,-1.969499173,0.802308038,-1.066687205,0.721144909,0.341932459,-0.694576028,-0.936757541,0.32767514,-0.270377395,-0.049702994,-0.415498876,0.116869793,0.451876878,-0.096423463,0.102555631,0.057734702,0.726554087,0.482754894,-0.144174161,0.178844427,0.263298916,-0.101539082,-0.093756882,0.207824693,-0.471107594,0.256056599,0.024736279,0.15060451,0.113096278,0.071491796,-0.040913514,0.128023059,0.067650559,-0.027337842,-0.168088919,-0.176890064,0.054699214,0.004710464,0.049854446,0.17537352,0.075761479,-0.015893675,0.190469854,-0.12063544,0.234618886,-0.099592221,0.057222014,-0.032582116,-0.044177922
DB00854,-2.91494435,1.517404462,-0.682878376,-2.857312933,-0.273727929,-0.738479287,-0.00442055,0.21779229,0.371068185,0.532791535,-0.101312107,0.665818306,-0.253865591,0.272451705,0.24911188,0.053271379,-0.169037354,0.102202448,-0.117498569,-0.406712485,-0.089007024,-0.294305411,-0.23801837,0.037106431,0.107062619,0.077232066,0.075061785,0.061628629,0.030608539,0.157282054,-0.044722867,-0.007563858,0.218511252,-0.085323783,-0.148759391,-0.040944499,0.004620985,0.075769381,-0.081204962,-0.043628748,0.05547551,-0.020291051,0.115115868,-0.021960122,0.045076683,0.028549671,-0.109978759,0.063350538,0.027176563,0.047496941
Aminolevulinic,3.919698915,-1.492774137,3.531989454,0.410167437,-1.713205951,-0.101220577,0.035175903,-1.131480711,-0.027536131,-0.171868086,-0.249604719,-0.626322205,0.560553777,0.048651922,-0.351458632,0.116310657,-0.329654556,-0.226516726,-0.263708369,-0.225940937,-0.052288144,-0.114679658,0.142660448,0.029498236,-0.166631474,-0.032447678,-0.127140538,-0.062184708,-0.075540792,-0.20435784,0.046213822,-0.020509504,-0.039485502,-0.157257165,-0.024850602,-0.07795867,-0.00763049,0.066205803,0.027710697,-0.129320229,0.174502933,0.000998264,0.066926797,-0.023528084,0.069941397,0.114122894,-0.073104803,-0.092439828,-0.08029439,-0.025837417
DB00856,-0.367679936,-3.242656075,1.235146913,0.291822742,-1.003273027,0.23293318,0.332293522,1.050717267,0.483524816,0.591536225,-0.584517866,0.302931047,0.26195789,-0.433057954,0.317255193,-0.228430207,-0.253253689,-0.268778968,-0.196156105,0.498574821,-0.113848093,-0.189812694,0.095007654,0.048047272,0.196875433,0.007474198,0.544169336,-0.368335979,-0.161214746,-0.117090427,0.001429757,0.109951911,-0.053149085,0.109824476,0.057922642,0.022281904,0.105984625,-0.136031548,-0.085621293,-0.02839173,0.233584505,-0.033380059,-0.014718347,-0.333896737,-0.262264062,0.029191627,-0.121423859,-0.104561062,0.019129122,-0.13829871
DB00857,-3.923280774,-0.588993944,-0.571308191,1.600520143,1.059091977,-0.619363653,0.630208577,0.535235741,0.017235716,0.005719144,-0.052517493,-0.247620137,0.315010354,-0.146048776,-0.217811519,-0.125828798,-0.01645726,-0.095385483,-0.083627633,-0.229042618,-0.04583104,0.028779619,0.003334104,0.228025514,0.088885322,0.052177934,-0.115624641,0.199791309,0.290290235,-0.0737268,-0.094615593,0.042045571,0.074695586,-0.252321771,0.006167206,-0.022148024,0.173022066,0.016018415,0.14982875,-0.015391013,0.132842089,-0.097886988,-0.059081062,0.056157151,-0.100320189,0.002859572,-0.005231151,-0.004974323,-0.030354818,0.055908293
DB00858,-0.772405181,4.759926372,0.069321877,-2.250855886,0.523473358,-0.234823363,0.829706252,0.186134257,0.292554975,0.241474392,0.135466428,-0.414150894,0.065277236,0.654111866,0.166819558,-0.255827852,-0.269922736,-0.100100546,0.122845454,-0.125554271,-0.033696289,0.039105572,0.20874019,-0.079308395,0.071721669,0.174431128,-0.173221129,-0.071843481,-0.188331404,-0.070618048,0.012894103,0.064492426,-0.020271563,0.011498565,0.080056322,-0.098587662,0.075814648,-0.107210613,-0.04146874,-0.076668083,-0.016456651,-0.021546342,-0.047011867,0.045065499,-0.028808739,-0.058147778,0.040271518,-0.011490261,-0.111359518,0.004321272
DB00859,2.687140357,-1.425321711,3.078473286,-0.511007324,0.816120247,0.244185727,0.840381171,-0.813542256,0.017970594,-0.367207019,-0.637774738,0.178698497,-0.220364977,0.859746693,-0.251119712,0.237792869,0.267610386,0.085395905,0.115165661,-0.079674211,0.299083001,-0.091250531,0.293705646,-0.018414767,-0.166373479,-0.128708105,-0.123842254,-0.140288485,-0.351580625,0.059447781,0.137600305,0.079986006,-0.059737776,-0.175096127,-0.040918554,-0.139850321,0.076058466,0.074256128,-0.115570379,0.143151849,0.027731721,-0.279905218,0.09292189,-0.107103838,0.03015463,-0.027088613,-0.018061957,0.01739471,-0.028931591,-0.025937919
DB00860,-3.244424494,3.216047962,0.763090859,-2.343527711,-0.091518643,0.203223684,0.599499685,0.314066804,-0.09595678,0.585187618,0.529949765,-0.368314133,0.130933676,0.213921628,0.170983009,-0.29459154,-0.187494038,0.282909194,-0.347069218,0.305170812,0.474485784,0.459220463,-0.040347013,-0.020488412,-0.187823621,0.064023404,0.213791547,0.01615055,0.133095938,-0.189425944,0.1747919,-0.144157732,-0.178794596,0.124581622,0.018719058,0.024209504,-0.061761252,0.018613972,0.124225784,0.045200282,-0.059258974,-0.059182602,-0.008959931,-0.071855114,0.017942254,0.091014116,0.096067301,-0.073740051,0.017816831,-0.055797653
DB00861,0.88993649,-3.805925463,-0.848156877,-0.43463781,-0.448956645,1.353619491,-0.15879238,-0.061467335,-0.010030054,1.405619591,-0.234725548,-0.093029149,-0.318613995,0.037328671,-0.27233714,0.066767661,-0.140861197,-0.254284076,-0.189716779,-0.07986091,0.201063686,-0.044016318,0.028288555,-0.001871075,-0.117802101,-0.145242793,-0.26817963,0.199025227,-0.155800521,-0.005029985,0.011390464,0.290399123,0.032837124,-0.141214426,0.139169164,-0.013301231,-0.040284743,-0.100714667,-0.080137372,-0.06329043,-0.068942302,0.158754488,-0.004093485,0.183562789,0.064485393,0.264617233,0.116870949,0.057190085,-0.049041539,0.045123091
DB00862,-3.228184848,2.232222868,-0.280336448,0.383683887,0.461016942,-0.573491145,-1.146091947,-0.365539283,0.11647736,0.300055203,-0.428986311,-0.340845715,0.168544505,-0.51763822,-0.026164746,-0.21447417,0.298881473,0.115580984,0.202436518,-0.043446295,-0.092478576,0.201132848,0.016090431,0.146568634,-0.30317637,-0.24986598,0.017114559,-0.141854984,-0.211253014,-0.048393486,-0.13098505,-0.112000509,0.133292385,0.141185679,-0.148440728,0.042177483,0.046497372,-0.142179348,-0.020302341,-0.161004398,-0.094805145,0.04351995,0.034070106,0.06030704,0.053452821,-0.157827282,-0.075448406,0.043958861,-0.064594665,0.012859177
DB00863,-1.896999478,0.295051845,1.632122194,1.33838635,0.962793113,-0.938971919,-0.35100229,0.204625168,-0.078653697,0.083651768,0.249108992,0.028920403,0.317089694,-0.160239862,0.137217545,0.00830862,-0.113676299,0.143083151,-0.373337212,-0.213621443,-0.235037539,0.20226396,-0.00359381,-0.070749093,0.27240388,0.009254974,-0.2603154,0.018004679,0.175679968,0.161097972,0.048388029,0.155564139,0.026087592,0.003594247,0.113099275,-0.043381995,-0.006918928,0.240461718,-0.123651416,0.042479831,0.113843646,0.087808596,-0.143192308,-0.073757357,-0.00608992,-0.070625392,0.239269855,-0.177269901,0.140315954,0.110043013
DB00864,2.334980586,4.534387538,-0.937935901,-0.348273068,0.295592059,1.463312136,0.079982598,0.109212048,0.489242328,-0.40106665,-0.572033067,-0.198029311,0.098421435,-0.31342921,0.324022491,0.38087184,-0.418294712,-0.296790258,0.03504063,-0.290080165,-0.054980824,-0.227437064,0.081018446,-0.0282977,-0.023176955,-0.33375185,0.033497656,0.237497527,0.12673946,0.054551089,-0.005512284,0.015779805,-0.10730855,0.14040759,0.118054107,0.170601591,0.088756968,0.111474529,0.020821801,0.07288167,0.166686237,0.01742854,0.026363273,-0.085090854,-0.149696924,-0.08862294,0.290032173,0.10391036,-0.042756346,-0.027619682
DB00865,-4.677612395,-2.094127896,-0.732823907,1.790377316,0.222943157,-0.821723596,1.308835413,0.553554165,-0.172598422,-0.713330363,0.023140535,-0.039687211,0.101152869,0.209148221,0.142038034,-0.173656316,-0.080475113,0.348468471,-0.135914909,-0.103376241,0.101908755,-0.169099053,-0.105839834,-0.085242691,0.012179303,0.013949261,-0.000420855,0.082498567,0.080921664,0.152232662,0.03944629,-0.114770229,-0.180926177,-0.131815103,-0.011713858,0.100407235,-0.081690474,0.101378667,-0.136349612,0.08697439,-0.08336816,0.133732417,-0.034864472,-0.030965435,-0.0545726,0.072997322,0.029565546,-0.200104604,-0.040757773,0.022437146
DB00866,-3.919381063,-0.720730695,1.30098421,1.321244317,0.409735541,-0.65643285,0.50145681,0.598686052,0.060757613,0.179766689,0.067080318,0.918313008,0.149207951,-0.375399606,0.230038091,-0.145581991,-0.04486516,0.356332439,0.196032442,-0.02552534,-0.216470986,-0.220058356,0.216498229,-0.149713678,0.015531269,-0.015322818,-0.037667929,-0.046676785,0.096175115,-0.105071052,0.176007624,-0.012383723,-0.098008138,0.049251094,0.34695572,-0.008809086,0.223147897,-0.021837415,0.24948126,-0.136825245,0.261040071,0.179941748,0.074185101,-0.22369086,-0.128640501,0.071863639,-0.034801679,-0.092475388,-0.056459401,0.052209946
DB00867,-3.589387367,-1.880822683,0.129693713,1.248963528,-0.54772746,0.158807768,0.408898642,1.023890171,-0.559434664,0.43826148,-0.41890456,0.670427482,-0.18177772,0.402735969,0.533708733,-0.125421839,-0.086259399,0.257266042,-0.283666623,0.141372934,-0.137437613,-0.306907107,0.019919046,0.173017646,0.099729963,-0.104849204,0.048924547,0.166416171,0.264427831,-0.064195998,-0.253818815,-0.055952801,-0.011664369,0.170282046,0.011578377,-0.186139191,-0.078666194,-0.111127224,0.025337803,0.023124231,-0.058372748,-0.035603021,0.082944143,0.119089724,0.00135932,0.285997007,0.082812342,0.028778968,0.02640144,-0.098472244
DB00868,1.449003376,2.140570343,-0.288825884,2.63542133,-0.089404498,0.05997283,-0.562901561,-0.306896067,1.090132189,0.244138714,0.442921106,0.223061546,-0.290565876,0.136409113,0.142353106,0.311505148,0.020598067,-0.07014814,0.041544048,0.236834348,0.088131147,0.02755284,-0.263981699,0.066093787,0.074460302,-0.002103737,0.238517028,0.066789322,-0.040430215,0.031539865,-0.140358649,0.165780423,-0.20792914,0.007900244,0.278233865,0.11246793,-0.146095894,-0.101433834,-0.067609494,0.179270823,0.062608856,-0.104457458,0.059643998,-0.247660108,0.188471555,0.043343054,-0.052349538,-0.038860191,0.040441882,-0.103285247
DB00869,-0.643817755,-0.313884058,1.635341209,-1.101108598,0.857465678,-0.005806904,-0.802856503,-0.114545425,-0.162006027,-0.859362751,0.419710226,-0.013282546,0.218468554,0.376160579,0.387805762,-0.075490618,0.190811926,0.097013159,-0.095178321,0.076501552,-0.139210133,-0.116775023,0.168791608,0.391157962,-0.29458069,0.191015116,0.072361204,0.013888075,0.095193907,0.262617283,0.062874948,0.048115953,-0.017496898,-0.129723494,-0.001604881,0.348157408,-0.028489797,0.060054664,0.050926266,0.001327537,-0.159669942,-0.007476434,0.092228904,0.097636461,0.060071569,-0.036848386,0.191602745,0.039027873,-0.124236292,-0.01432117
DB00870,-1.844748543,-3.614164254,0.063516488,0.06405731,0.019450325,0.811494973,0.791818632,-0.582531066,-0.108101543,0.290722386,0.038897153,0.231275848,-0.440457145,0.453673261,0.174553729,0.077507935,-0.173758393,-0.335814834,-0.077626582,0.238266269,0.11611933,-0.265630948,0.142709336,-0.086015309,0.159855513,-0.515383254,0.182319235,0.004436404,-0.066087839,-0.269283981,-0.077758675,0.00313084,0.11590591,-0.133942713,-0.078809219,-0.208977001,-0.063101918,-0.041048978,-0.090745175,0.015231966,-0.160026189,-0.06432511,-0.039013115,0.036903421,0.065305148,-0.095856878,-0.017881044,0.066785845,0.011542302,-0.055638492
DB00871,-2.300637458,-0.695786534,1.954931916,0.169623239,1.28373991,0.270603954,0.213717284,1.062116441,-0.239909407,0.475879973,-0.457093877,0.776041892,-0.112319703,-0.015709027,0.142354097,-0.33333478,0.043891103,0.082536937,-0.231743704,-0.041942582,-0.034034138,-0.015432908,-0.196523692,0.380640163,0.005376805,0.093872406,-0.119621313,0.16869525,-0.020948056,0.442955774,-0.002352766,-0.224429701,-0.060028448,0.073480145,0.130927237,-0.068609027,-0.088234869,-0.035539604,0.045081805,0.142940899,-0.129427304,-0.143509323,-0.054897943,0.071509987,-0.017657995,0.033977752,0.141546129,0.09537368,-0.243861735,-0.117968822
DB00872,-2.213238804,-0.664930705,-2.594103884,0.578609092,-0.278085877,0.149719236,0.057660128,-0.560739564,-0.817808499,-0.222886559,0.00841954,-0.251901529,-0.304172239,0.414648181,-0.24705541,-0.041770865,0.183818047,0.337385833,-0.054149177,0.169308023,-0.152965853,0.179607349,-0.311341385,-0.174781888,-0.108711842,-0.024061303,-0.299868896,-0.104075375,0.213003022,0.11234931,-0.117264596,-0.22070978,0.008856105,0.079479141,-0.078863207,-0.09513456,0.138672625,-0.027463165,-0.156301545,-0.05334915,0.13753514,-0.02678434,-0.058825593,-0.198559609,0.067689182,-0.086452793,-0.103835837,-0.019517008,-0.15630289,-0.129841399
DB00873,-3.247365316,3.043647925,0.640751668,-2.306318174,0.032784869,0.046458508,0.513818545,0.133979258,-0.070864139,0.547902892,0.518533755,-0.331710196,0.18552351,0.202171508,0.130525792,-0.212070566,-0.246517657,0.219028442,-0.328704137,0.343941633,0.428949271,0.288064526,-0.013323536,-0.082358089,-0.130499093,0.116606693,0.311725391,-0.019710102,0.058191722,-0.168873924,0.202687297,-0.161980207,-0.15916146,0.120337434,0.016936071,0.057187445,-0.021864449,0.024181747,0.113925314,0.078219119,0.001132313,-0.024830931,-3.99E-05,-0.092776812,0.037141126,0.084622018,0.089404534,-0.022591526,0.024130889,-0.015007934
DB00874,-2.630252625,-2.776290319,1.582081629,0.368358726,-0.198351569,-0.008170665,0.652549261,0.879909117,0.479311477,0.101955155,-0.174421042,0.533112767,-0.067733955,-0.622332624,0.316832746,0.210665659,-0.1719628,-0.021095404,0.350719244,0.092994681,-0.028570716,-0.311116846,-0.235501912,-0.081860399,-0.366391773,0.134476649,0.27452258,-0.191053637,0.033862262,-0.200499136,0.358605609,-0.120962906,-0.016333366,0.154643592,0.101375466,-0.051396903,-0.03920545,-0.21398804,0.119602815,-0.185650593,0.174161525,-0.015858806,-0.119036722,-0.203883626,-0.30353292,-0.124918797,-0.186205423,-0.12371876,0.005728961,-0.18033236
DB00875,-3.425208991,-0.036972994,-1.648294296,0.267658692,-1.554279719,-1.112462063,-0.388034139,0.266821979,-0.23546417,0.32937471,-0.360883109,-0.068430356,-0.077202431,-0.44957694,-0.327910253,0.071726458,0.007771254,-0.043840298,0.020653082,-0.121646879,0.074787481,0.239887703,0.348103307,0.312422115,-0.128595385,-0.179117662,-0.010231402,0.406751427,-0.138686321,0.017618833,0.290327945,0.279349705,0.236203057,-0.055069297,0.100122022,-0.28843277,0.215539452,0.070177378,0.212710835,-0.263478246,-0.049275893,-0.137796628,-0.009141225,-0.141200161,0.018872639,-0.143331422,0.079995756,0.023657022,0.005366585,0.025147647
DB00876,-3.52395558,-0.834392977,0.160959597,1.789849792,-0.924461462,-0.043925349,-0.476733594,-0.189905982,-0.469939558,0.567922495,0.38515375,-0.163460002,-0.269217379,0.206869569,-0.030948235,0.114091943,-0.293200069,0.094036073,-0.061393453,-0.097535986,-0.00642222,-0.0362188,-0.05643736,-0.001951153,0.164166015,-0.361885129,0.058505045,0.086737394,0.135354237,-0.296666539,-0.064203947,0.038352763,0.049403719,0.021541351,-0.215176117,0.012277882,0.065304348,-0.007309422,0.029003184,-0.045037286,0.014153749,-0.024229213,-0.049402144,0.057277601,0.136470342,0.087063936,0.014413432,0.194025412,-0.044322393,0.039493583
DB00877,2.034160976,3.945319935,-1.535045354,0.035697636,0.241957106,1.67016719,0.141870452,0.128081425,0.491699095,-0.464416654,-0.708482041,-0.016100179,0.096847515,-0.409105681,0.405567115,0.405280303,-0.424765059,-0.234825403,-0.025685165,-0.25236456,0.055067534,-0.194175256,0.186558193,-0.033209531,-0.042636668,-0.226382307,0.054156896,0.281830855,-0.015821067,-0.072833393,0.02147274,-0.011011289,-0.065326854,0.233683917,0.057891988,0.147710145,0.048121792,0.039111776,-0.158292758,0.118099659,0.115892953,0.018803869,0.124346503,-0.034932211,-0.122989074,-0.095557377,0.320202903,0.074653956,-0.101219057,-0.100006496
DB00878,-0.222276333,0.114798236,-1.075133919,2.305415286,-1.003739626,-0.438650862,-0.563973871,0.065428778,0.040381756,0.505576731,0.275727398,0.037546526,0.149435407,0.463144937,-0.067925066,-0.146394164,-0.12580688,-0.135753457,-0.246799526,0.334199774,-0.266945883,0.204763546,0.165892436,0.044932861,0.279895223,0.154907146,0.053651766,-0.14798916,0.110312693,0.056163823,-0.140918775,-0.082379541,0.074856717,0.120552864,0.10518678,-0.113655187,0.099147395,0.247225212,0.027197672,0.082776818,-0.030454737,-0.057831191,-0.033365816,-0.031987555,-0.001716536,0.09121894,0.006362971,0.051852791,-0.03290349,-0.034841389
DB00879,2.520283257,-1.248125832,1.304253056,-2.037715573,-0.865573182,0.64010793,-0.891043603,0.456172365,0.107245478,-0.664860621,0.100962617,-0.47769398,0.364125873,0.034856532,-0.416366565,-0.166545537,0.182085467,0.258378919,0.253758683,0.080595806,0.25786205,-0.243814345,-0.230846595,0.515357512,0.21061685,-0.053617453,0.015192193,-0.117842548,0.005028527,-0.03004384,0.152640116,0.391584339,0.196987727,0.025175694,0.168828663,0.055107805,0.217269504,0.051027939,-0.163653946,0.153203073,-0.037402222,0.204018778,0.059511968,-0.094573533,-0.081091657,0.10432915,0.039121701,-0.029718517,0.031049087,0.022242916
DB00880,4.828744214,-2.735680597,-0.521273224,-0.886790176,0.332332192,0.68784624,-1.281244239,-0.473329052,0.630718169,0.213159088,-0.001810606,-0.296642636,0.683067116,0.052962215,0.213744677,-0.669177696,0.358914054,0.13419561,-0.046240993,-0.01657492,-0.246479894,0.00793079,0.400694168,-0.072327627,-0.128496167,0.08556451,0.363089253,0.093647379,-0.027070802,0.293887374,0.121318144,-0.480069892,0.088750601,-0.391828159,-0.027587403,0.424184527,0.006140874,0.040149142,0.056347866,-0.177254217,-0.190734892,-0.194199731,0.167818313,0.178506175,-0.034999376,-0.024940474,0.041757054,-0.0363916,-0.086150437,0.037591941
DB00881,-5.351920128,0.415042971,-0.398028865,1.259965995,-0.645174421,-0.018024914,0.770256492,-0.593934867,-0.542191198,-0.296472046,0.350384793,0.144047424,-0.040154676,-0.165953556,-0.110205188,-0.232737934,0.017376522,0.365989478,0.081078262,0.241663327,-0.265202871,-0.198489472,0.153276687,0.007756094,-0.12762468,-0.119787732,-0.002232245,-0.324089458,0.100519827,-0.006339856,0.105116035,0.06969546,-0.047376484,-0.147913068,-0.027748766,0.044765336,-0.060543516,-0.019430575,0.040202626,0.24020998,-0.094666491,0.186054095,0.144487317,0.10657656,0.222669257,0.090977039,-0.10587298,0.017361719,-0.014990549,-0.027765033
DB00882,-3.759440474,-0.459794614,-1.222597674,2.576207255,-0.187431123,-0.743030493,0.480114205,0.116663849,-0.265807764,0.003777678,0.212953615,-0.567456443,0.237430457,0.390787032,-0.108909264,-0.00629726,-0.109046144,0.458448637,-0.251711779,0.058542713,-0.15052371,-0.08527131,-0.320025824,-0.332678323,-0.064171846,-0.126057499,0.091259529,-0.323891442,-0.105261219,0.221184647,0.113923604,0.047582697,-0.029691296,0.069245194,-0.1287032,0.185339376,0.216787258,0.111858709,-0.13047633,-0.020516616,-0.090809941,-0.068485549,-0.022170844,-0.152506327,0.107463511,-0.02923531,-0.052429977,0.159867173,-0.06572518,0.005404292
DB00883,6.387813044,0.602187276,-0.073495827,-2.089341889,-0.286833851,-0.083552086,0.007474225,0.094273309,-0.006594734,-0.46137454,0.492128067,-0.545052881,-0.078066238,-0.287411335,-0.042487485,0.249164417,0.525739685,-0.141081927,-0.119836738,0.409615022,-0.480436729,-0.312587879,-0.013960157,-0.098367728,0.079506654,0.285036501,0.069597798,-0.238690853,-0.08258798,-0.088346758,0.169559493,0.234845514,-0.132093998,-0.162819836,-0.050091267,-0.369432503,-0.064920587,0.077919589,-0.278779544,-0.070230362,0.133435648,0.25263713,0.072037174,0.004056947,0.16785996,-0.03555236,0.337650409,-0.081475367,-0.05757135,0.072290008
DB00884,1.967508875,-2.536811695,0.928292243,-0.37077271,-0.790689513,0.732831507,0.287892045,0.803083669,0.305052115,0.360635505,-0.008352397,-0.042624283,0.084038857,-0.514882036,0.347959944,-0.179989176,-0.019698766,-0.157522406,0.116849226,-0.042207943,-0.135736096,0.579198874,-0.452200131,0.159546391,-0.137434243,-0.012446703,0.056825231,0.139062971,-0.220535309,-0.070801876,-0.016215296,-0.036980593,-0.249627065,-0.004135319,-0.457294362,0.045138367,0.011714493,-0.030425341,-0.006263368,0.420327917,0.293619874,-0.233991506,-0.173197036,0.216101392,0.055349617,0.04115545,-0.058184218,-0.228396469,-0.170296321,0.428667845
DB00885,1.753274488,-3.009207709,-0.668913052,-0.821535597,0.995752952,0.324582356,-0.802944371,-0.026627327,0.719951089,0.06606196,0.000891647,-0.225541517,-0.320899306,-0.201837637,0.050842398,-0.119032152,-0.146936972,0.481154849,0.494748379,-0.001595265,0.026969162,0.216850118,-0.092367041,-0.196653748,0.186414626,-0.295148174,-0.088308809,-0.022382817,0.151320552,-0.202148561,-0.085428591,-0.14676559,0.048297677,0.041358907,-0.163483638,-0.173942792,0.026987348,-0.109545814,-0.163389014,-0.079679535,0.144157756,-0.096174921,-0.04206308,-0.044660382,0.02496555,-0.017175237,-0.082557797,-0.058232755,0.021912463,0.001072613
DB00887,-4.424403043,-2.165711242,0.465458647,1.215190029,-0.557071702,0.052475765,-0.291534153,-0.509227156,-0.222899804,0.064695797,0.535720483,-0.010344168,0.25146887,0.140552095,0.214189701,0.255800127,-0.063906085,-0.064349212,0.090903832,-0.243773189,-0.037655329,-0.122766346,0.188918213,0.018857746,-0.366284771,0.065133879,-0.093431544,0.200184476,0.014650144,0.009795193,0.179381302,-0.200652237,0.232311222,-0.04757151,0.178117484,0.355349704,-0.037811067,-0.151989973,0.128600193,-0.133172503,-0.075074113,-0.030371985,0.120908557,0.190194676,0.1096786,0.073773945,-0.015388433,0.09169944,-0.037016702,0.092077046
DB00888,3.049420476,-1.006334246,2.525235449,0.998476084,-0.262185355,-1.56455267,-0.340951013,0.41545144,0.576899687,-0.523998452,-0.275861614,-0.538525068,-0.2130762,0.122340142,0.114292695,0.262131478,-0.541584859,-0.037433251,-0.159862937,0.063031353,-0.252331434,0.055612754,0.30071363,-0.112993345,-0.165240315,0.04201758,-0.011018238,-0.263640651,0.08406002,0.062677285,0.239052072,0.001310535,0.251264573,0.195761143,-0.409504009,0.023740527,-0.077552229,0.283913727,-0.261467967,-0.097383731,-0.040061613,-0.11953814,-0.082818858,-0.091384977,-0.157598426,0.033033396,0.09736525,-0.022645162,0.142490545,0.105706617
DB00889,-4.26770251,1.043476009,-0.793492215,-1.950853111,0.289687023,-0.451247442,0.205534257,-0.38589506,0.027540713,-0.110162703,0.442095347,0.518798234,-0.041243324,-0.077484576,0.021701379,0.237122285,0.106849244,0.254930607,0.169617116,-0.122900622,-0.096154313,0.299444644,-0.041713823,-0.081774041,0.203467999,0.050088513,-0.12960576,-0.032551984,-0.096346331,-8.09E-05,-0.034665256,0.036818918,0.032738479,-0.077022505,0.099232725,0.095994387,-0.116911265,0.117043899,-0.031973936,-0.000250615,0.185711895,-0.03287067,0.03861194,-0.083388393,-0.076079362,0.10351815,0.128540578,0.04060476,-0.006515051,-0.018934406
DB00890,-2.531341185,-2.141408179,-0.535594765,0.481592135,0.609556705,0.387040199,0.357887178,0.535444365,-0.390764075,0.487558027,-0.073761101,0.12072363,-0.465652372,0.757090771,0.113059524,0.144734811,-0.141850521,-0.029965332,-0.535923108,-0.164026236,-0.054760481,-0.197531274,-0.25271985,0.086270854,0.139847276,-0.269125146,0.026991751,0.074459275,0.007723863,-0.074233651,-0.253718163,0.121526485,-0.296736172,-0.098471403,-0.14025091,-0.114395893,0.143010137,0.094404908,0.314852506,-0.108929344,-0.048616299,-0.124451893,0.049589528,-0.058838096,0.134656576,0.175364559,0.118753457,0.137001395,-0.011782806,-0.09664045
DB00891,-0.152594185,-4.412785441,-1.597697906,0.101410482,-0.25525891,0.661293036,-0.092589144,-0.295719763,0.451123225,-0.235961861,0.280966262,-0.292688712,0.786055912,0.853446144,0.659443986,-0.17259556,0.411897628,-0.245474481,0.026864089,-0.025156794,-0.45207445,0.342638777,0.035795269,0.390440205,-0.017148886,-0.244400901,-0.004435689,0.094470767,0.007815825,-0.372484596,0.121900174,0.116483814,-0.023433716,-0.035124704,0.14837461,0.102521854,-0.181777436,-0.083530809,0.029072422,-0.022617326,0.102313105,0.073060429,0.213105577,0.054358634,-0.077433645,-0.228515302,0.040510943,0.113773632,0.034418422,0.027799829
