Drug_Name,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
DB11140,13.80972143,0.420157954,-2.078709669,0.400147658,0.669247597,-1.070208669,-0.005768961,0.476192774,-0.332617473,0.005966021,0.390035464,0.521104809,0.193995856,0.114407234,-0.25468731,-0.085051423,-0.286527582,-0.113595305,0.029511888,0.058936677,0.15432155,-0.00557197,-0.043678747,-0.037092004,-0.245468579,-0.225315887,-0.048335063,-0.180981598,0.062196492,-0.077870314,-0.094265796,0.028610361,0.053895175,-0.052391613,0.007060818,0.024736737,-0.123966091,-0.03885548,-0.021579154,-0.009926939,0.004179919,-0.029733401,0.084793347,-0.020877345,-0.033531086,0.02915486,0.002466799,0.007882141,-0.046546633,0.026911632
DB11141,4.886972243,-1.037998476,2.867215138,-0.135841097,-1.303368205,0.705929422,1.04278078,0.745715979,-0.727715443,0.026916774,-0.932485968,0.182992516,-0.57689099,-0.32553681,0.4313331,-0.333090726,0.669034902,-0.550224612,0.367860885,0.166686353,0.094453355,0.867686198,-0.386787066,-0.466302134,0.022723431,0.149820285,0.292153535,-0.179390067,0.404320471,0.014042016,0.037942778,0.583103204,0.015850077,0.15319109,0.094795073,0.386910728,0.047642021,0.054616135,-0.137481087,-0.313859023,-0.084806935,-0.205420814,0.151380387,0.018009713,0.120729991,0.019398117,-0.096209562,0.010028001,-0.030144049,-0.009608795
DB11142,2.026984257,-1.774714406,3.938253295,-0.00738679,-0.745185523,-0.116376074,0.603970786,-0.740479553,0.059466367,-0.499667698,-0.815316886,-0.000446685,0.157848149,0.508704896,-0.102207643,0.304138185,-0.082770583,0.003112403,0.137776559,0.031156834,0.535117095,-0.359911339,0.366045168,0.031499119,-0.289102864,-0.085226762,-0.098512259,-0.1316571,0.066700179,-0.114813582,0.012464132,-0.146853314,0.162745179,-0.042574153,-0.062870331,-0.154182994,-0.110939387,-0.040470276,-0.268307515,0.002285059,0.155776239,-0.207294554,-0.016985681,0.008896156,0.026664264,-0.13697811,-0.066972229,-0.103265387,0.127999883,0.0162032
DB11145,1.610417903,-4.353396127,-1.439066777,-0.385015404,-0.168403037,0.698200395,0.39234381,0.458204674,1.052775907,0.850498557,0.045691845,0.024923477,0.058264275,-0.163373393,-0.169003814,-0.120620015,-0.235102655,0.151794215,0.023209128,-0.261737674,-0.240144007,0.114730108,-0.084026105,0.145638122,0.31822927,-0.133141506,-0.103775865,0.043133624,-0.07547618,-0.251525119,0.12260015,-0.024255422,-0.192746134,-0.098000046,0.103026027,-0.167956897,-0.14644627,-0.049436104,-0.096223335,-0.199630594,0.147227409,0.007991332,0.076887065,0.214988539,0.063907498,0.015318089,0.011085166,0.328597852,0.101580822,0.141274635
DB11148,-3.03420954,-2.635330051,1.863712755,0.750417502,-0.299293815,-0.498240584,-0.453003557,-0.344590223,0.786612191,0.012528216,0.30147687,-0.048854023,0.71608403,0.288922002,0.426836223,0.574767413,-0.07239982,-0.101118971,-0.275972856,0.175821411,0.176041447,-0.073051075,-0.213721577,-0.225586824,-0.066151433,-0.372086258,0.127315664,-0.040174116,-0.025242629,-0.008017687,-0.126492761,0.293572785,0.125026417,0.225869244,-0.295475785,0.167048343,-0.049854126,-0.273125754,0.139270014,-0.107098643,0.078668994,0.05161327,0.106788273,-0.107308954,0.088671832,-0.06599232,-0.090553606,-0.020130096,-0.100708503,-0.08534041
DB11150,12.92117827,-0.032017478,-1.373465296,0.173199762,0.587463941,-0.721913623,-0.0030208,-0.907882413,-0.926229557,0.38777716,0.848767165,-0.632380745,0.240760175,-0.581682396,1.99292238,-0.208252559,1.139198791,-0.158991771,-0.03785846,-0.356549556,0.256507335,-0.384573553,0.275394248,0.669327326,0.022004345,0.088569618,-0.079958198,-0.049289029,-0.156146345,-0.002236302,0.241276296,-0.331123212,-0.017092827,-0.179458364,-0.053046992,0.03150844,0.2523538,0.216191905,-0.220057519,-0.262339747,0.138089052,-0.017020297,-0.518998271,-0.122025629,0.179614108,0.313030725,-0.123561874,0.247950384,0.046004776,-0.256538876
DB11151,13.03236075,0.016353382,-1.525147338,0.165192541,0.529405736,-0.964108349,0.197550805,0.292310071,-0.101345683,0.111187285,0.096842356,0.246526554,0.074952061,0.108566712,-0.448906542,0.04066579,-0.176315911,0.22908775,0.007969233,0.035857789,-0.235882096,0.010708924,0.065663846,-0.003283614,-0.086663898,0.05204661,0.051041582,0.165961763,-0.053323315,-0.145936399,-0.191217916,0.019568094,0.01291358,0.224656025,-0.033737988,0.300769754,-0.095519164,-0.061221721,0.212682642,0.011775716,-0.207489151,0.268406318,-0.165186878,0.019047389,0.092541884,-0.194808495,0.031605655,-0.013689039,0.271278644,-0.359394848
DB11153,13.03236075,0.016353382,-1.525147338,0.165192541,0.529405736,-0.964108349,0.197550805,0.292310071,-0.101345683,0.111187285,0.096842356,0.246526554,0.074952061,0.108566712,-0.448906542,0.04066579,-0.176315911,0.22908775,0.007969233,0.035857789,-0.235882096,0.010708924,0.065663846,-0.003283614,-0.086663898,0.05204661,0.051041582,0.165961763,-0.053323315,-0.145936399,-0.191217916,0.019568094,0.01291358,0.224656025,-0.033737988,0.300769754,-0.095519164,-0.061221721,0.212682642,0.011775716,-0.207489151,0.268406318,-0.165186878,0.019047389,0.092541884,-0.194808495,0.031605655,-0.013689039,0.271278644,-0.359394848
DB11154,6.871201643,-0.923495407,2.191564408,0.366037267,-1.065964398,-0.18528811,0.510010223,-1.229504983,-0.710113118,0.308345879,-0.158927454,-0.819752192,0.171724119,-0.928581939,0.121521978,0.032699439,-0.631486777,-0.016519672,-0.149968955,0.018337439,-0.318649292,-0.052353184,-0.141389984,0.240670077,0.218365944,0.426470227,0.14847717,0.205801265,0.172983493,0.163847668,-0.021703511,-0.076773887,-0.3076699,-0.421819211,-0.196013101,-0.418569232,-0.08085432,-0.128959563,0.028814927,-0.10277767,-0.206742009,0.183308193,0.67913783,0.011982146,-0.334957166,0.041818645,-0.185252065,0.085638824,-0.226056036,0.027523102
DB11155,0.942384341,-3.88344264,-1.717995267,0.116105331,-0.094318077,0.624634154,-0.328539244,-0.244324372,0.074176935,0.685497436,-0.176623415,-0.134082188,0.091068432,0.399440966,0.055688682,0.068322949,-0.225133142,-0.500838077,-0.325145005,0.527186782,-0.307545571,0.271580036,0.444703503,-0.07938823,0.418661769,0.154467341,0.078319516,-0.283438536,0.060683008,0.174001664,-0.170402661,0.005804971,0.094571277,0.018172667,0.294186364,0.027206205,-0.032018404,0.244763038,0.015599396,0.132777235,0.093701555,-0.042063819,-0.002943692,0.004386029,0.046045216,0.073701858,0.075292759,0.01583024,-0.077784954,0.036942204
DB11156,-0.447252323,-1.160869485,-0.375960751,-2.025377864,0.312395763,-0.804897853,-0.335714511,0.090724441,0.701564353,-0.374977625,-0.050751992,0.463911416,-0.504765416,-0.081172816,-0.02557371,0.240472014,0.141663141,-0.102102956,-0.071933221,0.131188553,-0.08194764,0.129819616,-0.174313713,0.231097039,0.073072157,-0.40967454,-0.012389369,-0.17613052,0.254474072,0.081893524,0.129797528,-0.059884531,-0.207557132,0.015858895,-0.263095465,-0.105149862,0.103946114,0.08222805,0.160296454,-0.183048726,0.063362157,-0.006920644,-0.183709577,0.067407084,-0.056947528,-0.148141212,-0.017414476,-0.031614129,0.068804028,0.052908649
DB11157,-0.209050928,-3.453009525,-1.254477925,-0.879139259,-0.524557645,0.99585388,-0.070803793,0.480239739,0.306890106,0.709573845,0.009617669,-0.101232192,-0.484533149,-0.147089538,-0.170856711,-0.205844697,0.143465015,-0.20670331,-0.301328979,-0.376106574,-0.061579047,-0.071662419,0.102919128,0.085728189,-0.277435833,-0.011112209,-0.144520375,-0.056214529,0.063998214,-0.049912059,-0.050163665,0.313736555,-0.110497781,0.127096727,-0.001034184,-0.286938383,-0.115247142,-0.148285672,-0.080262993,0.078871807,0.148380396,0.091594161,-0.027880313,0.051133159,0.008953597,-0.035286524,0.005220872,0.181913095,0.005631653,-0.08541843
DB11159,13.80972143,0.420157954,-2.078709669,0.400147658,0.669247597,-1.070208669,-0.005768961,0.476192774,-0.332617473,0.005966021,0.390035464,0.521104809,0.193995856,0.114407234,-0.25468731,-0.085051423,-0.286527582,-0.113595305,0.029511888,0.058936677,0.15432155,-0.00557197,-0.043678747,-0.037092004,-0.245468579,-0.225315887,-0.048335063,-0.180981598,0.062196492,-0.077870314,-0.094265796,0.028610361,0.053895175,-0.052391613,0.007060818,0.024736737,-0.123966091,-0.03885548,-0.021579154,-0.009926939,0.004179919,-0.029733401,0.084793346,-0.020877345,-0.033531086,0.02915486,0.002466799,0.007882141,-0.046546633,0.026911633
DB11160,-4.974299116,-1.960283006,-0.706469797,2.009536913,0.206251873,-1.06451662,0.729643615,0.628318854,-0.097065224,-0.47164589,0.259266095,-0.348728325,0.213573948,0.0632797,0.085448094,0.100743287,-0.240392135,0.342410331,-0.243491474,-0.341109467,-0.061923223,-0.159501282,-0.078610827,-0.193067247,-0.015968248,0.050186533,0.090597031,0.03415892,0.090640714,0.05201426,0.268070813,0.07359263,-0.152521163,-0.152660507,0.048590231,0.181178669,-0.100777322,0.119973977,-0.086548628,0.136007833,-0.063695868,-0.0086915,-0.077948879,-0.090593131,-0.047269253,0.0901637,-0.029775007,-0.155519966,0.101292872,0.010651248
DB11164,-0.061156617,1.464293951,2.329869567,1.999027616,0.153706281,-1.064592343,-0.226056947,-0.410405691,-0.38225597,-0.105816753,0.353523469,0.384233844,-0.051794986,0.144830724,0.095921478,0.039751373,0.028588335,0.003928952,0.097183134,0.195868244,-0.28846958,0.160169312,0.087126137,-0.401664606,-0.030561725,0.0392579,0.101320936,-0.021679067,-0.029235173,-0.076434816,0.076534111,-0.047706806,0.030367222,0.083450594,0.061775517,-0.103644689,0.030232348,0.165380084,-0.05740023,0.164500883,0.025854149,0.175314631,0.044610617,-0.066002575,0.155333497,0.141098569,0.133544878,0.193947619,-0.141739907,0.011102143
DB11168,6.021557474,-1.345463478,2.954261344,-0.23309112,-1.277399269,0.60653631,1.249482234,0.169008602,-0.515246519,0.405391928,-1.005934039,-0.074546706,-0.432343051,-0.477035466,0.166227983,-0.199802556,0.498111183,-0.006131629,0.281830015,0.16932704,0.049798209,0.447490318,-0.172148684,-0.187544311,0.178447919,0.222764131,0.24012117,-0.006816847,0.287859977,-0.041152953,-0.014187458,0.343197248,-0.054606279,0.160596482,0.123845734,0.223794749,-0.080743608,0.050125474,-0.134231369,-0.170439873,-0.036123524,-0.053176798,0.135565404,-0.057999812,0.092361313,-0.006292535,0.071332375,0.083796469,-0.132535118,-0.042259476
DB11171,12.92117827,-0.032017478,-1.373465296,0.173199762,0.587463941,-0.721913623,-0.0030208,-0.907882413,-0.926229557,0.38777716,0.848767165,-0.632380745,0.240760175,-0.581682396,1.99292238,-0.208252559,1.139198791,-0.158991771,-0.03785846,-0.356549556,0.256507335,-0.384573553,0.275394248,0.669327326,0.022004345,0.088569618,-0.079958198,-0.049289029,-0.156146345,-0.002236302,0.241276296,-0.331123212,-0.017092827,-0.179458364,-0.053046992,0.03150844,0.2523538,0.216191905,-0.220057519,-0.262339747,0.138089052,-0.017020297,-0.518998271,-0.122025629,0.179614108,0.313030725,-0.123561874,0.247950384,0.046004776,-0.256538876
DB11175,4.437723724,-3.557633194,-0.966029823,-0.452689145,0.108018923,0.276594339,0.699352036,-0.771934319,0.95441926,0.636851052,0.493018479,-0.109524944,0.381806816,-0.711389055,-0.007904873,0.242920858,0.04568132,0.295796759,0.209764584,-0.079816531,0.029602701,0.483407318,-0.16212471,-0.261991536,0.688692263,-0.002646377,-0.101671371,0.097931452,0.057522832,-0.04025695,0.000528813,0.016708781,-0.291904838,0.103240697,-0.08754092,0.025807203,-0.10219991,-0.039903231,-0.033050495,-0.174875265,0.058494936,0.111765495,-0.040902527,0.237482128,-0.100224994,-0.060840279,-0.018580874,0.014791724,0.099127187,-0.018723629
DB11176,2.926341248,3.979745463,-0.802978332,-0.004079813,0.809907972,0.811223706,0.215679531,-0.017841961,0.372639489,-0.157487563,-0.431997904,-0.036308554,-0.180623449,-0.059002208,-0.298648165,0.122954788,-0.011841015,-0.465504162,-0.144015769,-0.192722693,-0.158132613,-0.170123402,-0.019355362,0.343531925,0.076786377,-0.495649298,-0.124376611,0.131061613,0.494848972,-0.037905735,0.19593123,-0.086556004,-0.144465313,0.087460207,-0.091192917,0.072961527,0.199487223,0.328724099,0.259016496,-0.046691157,0.118190006,-0.151054649,0.197293137,-0.141474593,0.082836358,0.085542812,0.075280055,-0.04045441,0.171171757,-0.08808992
DB11180,1.937710696,3.381643025,0.844812281,2.754701805,0.518053894,-0.74362219,-0.375325257,0.109385615,1.008943456,0.08233415,0.247359707,-0.222146793,-0.268878643,0.159755335,-0.274308014,0.004237117,0.310481539,-0.31137352,0.245030755,0.048033346,-0.037663572,-0.009798251,-0.198574524,0.206309831,0.016802488,0.11163444,0.169749248,0.000929032,-0.049600492,0.056732108,-0.130647074,-0.01996342,-0.067334203,-0.021570222,0.088903049,-0.050374475,-0.069004434,-0.131136443,-0.078450896,0.090759626,-0.103313643,-0.013353919,-0.018502298,-0.04992588,0.084604781,0.082779142,-0.087876039,0.034673384,0.062021236,0.094013473
DB11181,-4.300306455,0.048400581,-0.506831376,-1.926583004,-0.484785031,-0.286773834,1.115565006,-0.163841976,0.045720708,-0.281145752,0.602730866,0.732463719,-0.345921659,-0.270688339,-0.096488319,0.390120649,0.388676168,0.047197583,0.229584797,0.070954287,0.070021948,-0.118175523,0.010333208,-0.181898195,0.128774787,0.011233712,0.028669494,0.078317667,-0.181488632,-0.132327806,0.15194274,-0.19830773,0.083429504,0.007014224,-0.067576568,0.149773428,-0.131742351,0.002482132,-0.099150784,-0.12453459,0.119830386,0.001908204,0.165870844,0.017188838,-0.140799858,0.104264647,0.12889888,0.092777537,0.014810984,0.013443545
DB11183,-0.556764632,0.530200838,-1.446613411,2.255230488,-0.032910278,0.038313473,-0.224487379,-0.2135754,-0.403940983,0.214098333,-0.031471977,-0.504878626,0.119269194,0.297143778,0.251072719,-0.157348137,0.037879921,0.348930633,-0.159030771,0.089472599,-0.063642313,0.055564952,-0.104415054,0.003232643,-0.345102851,0.037849604,-0.146371383,-0.224246172,-0.119933645,0.132442215,-0.181522409,0.01221086,-0.099857116,-0.021999286,-0.320425334,0.158164979,0.074532213,0.082725254,-0.150529635,-0.206281676,-0.151210598,0.050410988,0.100422012,0.034903073,0.119178567,-0.085145409,0.035592512,0.003315938,0.046924322,0.038345418
DB11184,-0.633124241,0.029168665,-0.514008142,1.757223472,-1.213400082,0.633755945,-0.400686051,0.190772085,-0.603573071,0.56441115,0.431906482,-0.089281776,-0.263445077,-0.153900687,-0.236644385,-0.180627461,-0.090797365,-0.142722293,-0.212726407,-0.497528586,-0.028953641,0.260050359,0.018370517,-0.315082227,-0.340384956,0.160323982,-0.021878264,0.119122576,0.045493726,0.05983615,0.020440964,-0.118779007,-0.022531042,-0.040492806,-0.22459618,-0.184036062,0.020525109,0.155400457,-0.106203317,0.073871275,-0.147911972,0.143488801,0.002284609,0.13623975,-0.097264471,-0.097796506,-0.076296098,0.115886915,0.016756039,-0.032399321
DB11185,-2.157541124,-3.603273414,-0.574799458,-0.060440264,0.158529537,1.040812966,0.384149798,-0.23832499,0.047969036,0.507073287,0.304188844,-0.200571285,-0.418121435,0.014283315,0.281572902,0.281155037,0.068553932,-0.282677452,0.168067132,-0.262652912,-0.086956662,-0.159781291,-0.143386614,-0.064943754,-0.616640625,0.043892158,0.063656633,-0.072092495,-0.068474114,-0.056497989,0.337897179,-0.136009943,0.184530036,-0.188999953,0.099520272,0.089126417,-0.19546837,0.013565081,0.235790682,-0.047944739,-0.124522934,-0.072068452,-0.000914974,0.267726769,-0.07177777,-0.065164832,0.045065747,0.247181792,0.031475102,-0.053617412
DB11186,-4.614653752,1.656853155,-0.054599344,0.859231907,-0.469824133,-1.307259651,0.267311304,-0.438822647,0.686865558,0.180201619,0.492867322,0.002218557,0.069158237,-0.339083578,-0.063165476,0.171973712,0.141449466,0.098587707,0.049390749,-0.117008318,-0.001234089,0.305584501,0.001342957,-0.289177375,-0.261079009,-0.074922839,0.027522263,-0.177764626,-0.161162069,0.028402428,0.153225784,0.110040221,-0.185955467,0.119714551,-0.173812331,0.128090134,0.183523316,0.114211674,-0.0302058,0.228900203,-0.139462698,0.025888516,0.065136297,0.002898531,0.081325382,-0.074311032,-0.019644233,0.265535,0.062656588,0.072833986
DB11189,8.246519774,-1.515528031,1.850432107,-0.259719899,-0.726055317,-0.260520729,0.476617617,-1.300006099,0.092719008,-0.07490397,-0.516942054,-0.718922187,0.918994853,-0.094278382,-0.178182208,0.51350346,0.394471429,0.419862872,-0.058021745,-0.112270731,0.360742422,0.096154193,0.038615011,0.023192907,0.254138992,0.608867771,0.07661976,0.294433353,0.40077383,0.218647117,-0.354535163,0.229889266,-0.153656143,0.257052391,0.044995178,0.095520672,-0.020059761,0.074021659,0.151232687,-0.014558424,-0.192533927,0.098762822,0.138546085,0.032111368,-0.025124043,-0.029183822,0.050744662,0.089300062,-0.072055878,0.033365319
DB11190,1.612161463,3.252918991,1.48896025,2.590515012,-0.084048808,0.5153101,-0.044919008,-0.213899555,0.134004415,0.099309553,0.128287646,0.309793219,-0.391643722,0.045228119,-0.034368471,-0.363001015,0.158952015,-0.240846948,0.135981087,0.094928762,-0.344810864,0.362947643,-0.049028888,0.185042957,0.082348867,0.024019511,-0.061893476,0.041964659,0.070235887,0.142719085,0.019581178,-0.04365982,-0.000174073,-0.081714845,-0.017187446,-0.174630922,-0.131891927,0.035319307,0.073462354,0.148842983,-0.139419828,-0.007944446,-0.085418061,-0.0849855,-0.076253687,0.115240999,-0.111298811,-0.000287417,-0.011470194,0.032972674
DB11191,4.440199932,3.241897414,-1.224752065,1.242829082,-0.12184433,1.746360426,-0.608866052,0.081926287,0.51835604,-0.691295667,-0.151965309,0.051166972,-0.069298707,-0.276896826,0.081618171,0.446867605,-0.167632865,0.09879079,-0.388644607,-0.152080663,0.306118689,0.229947669,0.034398627,0.039745925,0.134277698,-0.033632347,0.037814525,0.156680955,0.004158605,-0.168454694,0.213292536,-0.17596719,0.052957048,0.04137959,-0.005092578,-0.115000732,0.214791543,0.012912716,-0.034698161,0.082394128,-0.044541503,0.054634375,0.195205508,0.070059778,0.051842276,-0.1280699,0.071669149,-0.048772558,-0.023712401,-0.174612546
DB11197,5.834912378,-1.937107617,3.064456145,-0.438158615,-1.204336358,0.384564271,0.882646394,-1.021860812,0.060819121,-0.082791986,-0.942962504,8.34E-05,0.554832704,0.333254134,-0.590055114,0.060044005,0.239337666,0.10873446,0.061514356,-0.047474624,0.518986503,-0.287702538,0.341799897,0.057762841,-0.11907479,0.093792653,0.036500661,0.08401616,-0.045137851,-0.214157325,-0.165648355,-0.092317022,0.001624277,-0.047841189,0.148323812,0.003025479,-0.039267952,0.149540013,-0.412073149,0.077078177,0.090631712,-0.082131903,-0.072589935,-0.088382406,0.203038704,-0.162185127,0.019437682,0.067920813,-0.011547712,0.139843371
DB11200,8.246519774,-1.515528031,1.850432107,-0.259719899,-0.726055317,-0.260520729,0.476617617,-1.300006099,0.092719008,-0.07490397,-0.516942054,-0.718922187,0.918994853,-0.094278382,-0.178182208,0.51350346,0.394471429,0.419862872,-0.058021745,-0.112270731,0.360742422,0.096154193,0.038615011,0.023192907,0.254138992,0.608867771,0.07661976,0.294433353,0.40077383,0.218647117,-0.354535163,0.229889266,-0.153656143,0.257052391,0.044995178,0.095520672,-0.020059761,0.074021659,0.151232687,-0.014558424,-0.192533927,0.098762822,0.138546085,0.032111368,-0.025124043,-0.029183822,0.050744662,0.089300062,-0.072055878,0.033365319
DB11201,-4.948260353,0.900672893,0.244459328,-1.34086029,0.748863383,0.081637392,0.960846927,-0.02688861,0.11757337,0.213451814,0.415249096,0.542214774,-0.069159422,-0.282115972,-0.281345677,0.112066898,0.500199827,0.094046832,-0.196375921,-0.007874935,0.034167468,-0.106236594,0.03963333,-0.131834714,0.1531082,0.040617689,-0.139858589,-0.102611809,-0.221837955,-0.021783337,0.121359365,0.039338688,0.103226289,-0.140567835,0.029394912,0.010306709,-0.107320219,-0.161706528,-0.034320309,-0.088623367,0.215008625,0.087083838,0.058971731,0.002899116,-0.121842041,-0.003158425,0.172955124,0.235111905,0.0476828,0.009587179
DB11203,13.80972143,0.420157954,-2.078709669,0.400147658,0.669247597,-1.070208669,-0.005768961,0.476192774,-0.332617473,0.005966021,0.390035464,0.521104809,0.193995856,0.114407234,-0.25468731,-0.085051423,-0.286527582,-0.113595305,0.029511888,0.058936677,0.15432155,-0.00557197,-0.043678747,-0.037092004,-0.245468579,-0.225315887,-0.048335063,-0.180981598,0.062196492,-0.077870314,-0.094265796,0.028610361,0.053895175,-0.052391613,0.007060818,0.024736737,-0.123966091,-0.03885548,-0.021579154,-0.009926939,0.004179919,-0.029733401,0.084793346,-0.020877345,-0.033531086,0.02915486,0.002466799,0.007882141,-0.046546633,0.026911632
DB11205,7.02114175,-1.32469953,0.732611291,-1.144604653,-0.033195274,0.564605692,-0.494074891,-1.218859427,0.04707255,-0.444280742,0.357074526,-0.248760269,0.520522243,0.233737767,-0.259976196,-0.341251682,0.305509632,0.385040706,-0.139054344,0.078836254,-0.442121412,-0.016692537,0.098804475,-0.363562422,0.012424348,0.056539052,-0.046926644,0.211922769,0.141479396,0.150466064,-0.308982125,0.107680387,0.113672921,0.09384358,0.365930423,0.036855264,-0.105933058,0.019097374,0.062711888,0.121575367,0.085126723,-0.166197255,0.053589572,0.107228825,-0.179615629,0.203345991,0.045433736,-0.049060175,-0.009597116,-0.061018138
DB11206,-0.775361603,1.914626935,-0.907968096,3.062152243,0.087612669,0.817820367,-0.444762749,0.212336693,0.438244574,0.471266135,-0.508344615,-0.163466447,-0.321417873,0.246603143,-0.10949917,-0.024767984,0.280482647,-0.049139463,0.124879858,0.05567974,0.039231579,-0.327469666,-0.232817341,0.145065435,-0.017556236,0.097720753,0.033913191,-0.076051852,-0.104022492,-0.05998104,-0.04380026,0.063099294,-0.134952578,0.222508893,-0.108258817,-0.053203749,-0.123572288,-0.012503791,-0.104403777,-0.034280726,-0.046789927,0.020881884,0.01034338,0.013219783,-0.007115047,0.09452885,-0.084288328,0.147816832,0.03040487,0.018405641
DB11207,-3.854175113,-0.846016568,1.438457187,1.049205415,1.296436331,-0.461171425,0.296549989,0.111651189,-0.009997463,0.207862661,-0.217497961,0.347504768,0.388916725,-0.159973965,0.184408728,0.245475433,0.058875294,-0.167191958,-0.208280693,0.235124879,0.065111649,-0.347477445,-0.204670936,-0.256663795,0.196154988,-0.077211403,0.239947041,-0.022160053,-0.065673155,-0.214747528,-0.206541628,0.214739727,-0.176534264,-0.126330828,0.08142482,-0.051854096,0.093257896,0.011678724,0.25712317,-0.135514967,0.207969609,0.107192933,-0.21391743,0.019295847,-0.197356836,-0.095515109,0.060178391,-0.096465217,0.032709767,0.045813003
DB11210,8.246519774,-1.515528031,1.850432107,-0.259719899,-0.726055317,-0.260520729,0.476617617,-1.300006099,0.092719008,-0.07490397,-0.516942054,-0.718922187,0.918994853,-0.094278382,-0.178182208,0.51350346,0.394471429,0.419862872,-0.058021745,-0.112270731,0.360742422,0.096154193,0.038615011,0.023192907,0.254138992,0.608867771,0.07661976,0.294433353,0.40077383,0.218647117,-0.354535163,0.229889266,-0.153656143,0.257052391,0.044995178,0.095520672,-0.020059761,0.074021659,0.151232687,-0.014558424,-0.192533927,0.098762822,0.138546085,0.032111368,-0.025124043,-0.029183822,0.050744662,0.089300062,-0.072055878,0.033365319
DB11217,-0.248238097,-0.971575683,0.779823172,-0.870944263,-0.959833019,1.324419648,0.218380845,2.242699185,-0.083531805,0.168814564,0.63698428,0.035036645,0.381299276,-0.093504131,0.344076372,0.611986865,0.050996438,-0.105822502,-0.220028908,0.18557972,-0.107281477,-0.083077789,-0.36498775,-0.033564349,0.2435884,0.040830926,0.132979931,-0.005851806,-0.273136063,0.001529454,-0.485398677,0.070610526,0.19780281,-0.139995381,-0.102898228,-0.138741272,0.120870157,0.036542327,0.054185967,-0.018352733,-0.229965048,0.017139282,-0.165007783,-0.113419387,-0.001664423,-0.013981361,-0.078948222,-0.030383249,0.032617869,-0.010531707
DB11219,-3.702938216,0.482878438,-0.23678328,-1.045527118,1.679729374,-0.222232694,-0.014382726,0.214131175,0.164096925,0.132128232,0.139566805,0.013484057,-0.083233758,0.04448431,-0.156439758,-0.148383338,0.364418027,-0.204161444,-0.572988515,-0.041611482,-0.142921187,-0.055226812,-0.03375196,0.083387643,0.218964504,-0.069180689,-0.078217371,0.134816,0.18276458,-0.140502394,-0.135563944,0.186047273,-0.003990822,0.030810143,-0.096452394,-0.05983916,0.211416566,-0.058517834,-0.001402105,-0.02998456,0.131158025,0.039342279,0.015969099,-0.016996047,0.101996249,-0.080376178,-0.083196746,-0.191641438,0.024675389,0.069939149
DB11221,-2.516813251,-3.911168102,-0.630111406,-0.042670093,0.073007806,0.965499844,0.464816981,0.111136595,0.183530127,0.781397186,0.032346134,-0.102019552,-0.533492482,0.194890521,0.089816612,0.491131002,-0.058452816,-0.250797316,-0.015754753,-0.201157865,0.048833654,-0.244590018,-0.169583821,-0.178817133,-0.324222537,-0.023413959,0.06555586,-0.135011625,0.008581014,-0.079435598,0.215765926,0.180265972,0.175600303,-0.044045173,0.133436352,-0.166854527,-0.194402017,-0.090182366,0.269254738,0.048609771,-0.052298502,-0.181441989,-0.105572437,0.149763868,-0.093891168,0.032169992,0.084300166,0.282233815,0.099970674,-0.027630098
DB11226,-4.493625666,0.117756449,-0.262653332,2.681219976,0.139389398,-0.50089902,0.479205697,-0.210508609,-0.035566893,0.242739357,0.270876805,-0.321039374,0.205436141,0.146398755,-0.128855147,0.013073213,0.116595782,0.059962805,-0.004697611,0.19496667,-0.069549987,-0.173674381,-0.159876961,-0.318252348,-0.024415708,-0.100127253,0.181788683,-0.202252537,-0.18481308,-0.139127284,0.020949523,0.147619691,0.053285021,0.085153304,0.021246955,-0.052896609,0.084080387,-0.006203432,0.020907465,0.016930736,-0.045123217,-0.022592678,-0.054044249,0.107253281,0.038838944,-0.052756987,-0.001936324,0.275348645,-0.075254866,-0.057941304
DB11231,4.460614446,3.264395657,-0.159616633,2.038785831,0.77369215,0.124016155,-0.003118262,-0.035094558,0.540300297,-0.274069494,-0.323992576,-0.065733268,0.039202173,-0.157574047,-0.232234523,0.131065718,-0.172843112,-0.472026267,-0.054045623,-0.17926459,-0.145341458,-0.130205458,-0.025466543,0.200432817,0.068471703,-0.451421274,-0.133398881,0.107072593,0.4502597,-0.049089468,0.132402433,-0.029522049,-0.048508251,0.099276631,-0.12153463,0.093381647,0.224680215,0.357185148,0.195028656,-0.026854925,0.11497102,-0.076044238,0.131206746,-0.083845626,0.029290398,0.145311743,0.084614815,-0.071353762,0.092240881,-0.134004351
